seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
g16502.t1,327,437,325,437,PF00271.37,Helicase_C,Domain,3,110,110,72.3,4.7e-20,1,CL0023
g16503.t1,40,316,40,316,PF01715.23,IPPT,Domain,1,243,243,245.1,1e-72,1,CL0023
g16504.t1,64,143,58,151,PF01248.31,Ribosomal_L7Ae,Domain,7,85,95,31.3,1.6e-07,1,CL0101
g16505.t1,132,203,132,205,PF00240.29,ubiquitin,Domain,1,70,72,64.9,5.5e-18,1,CL0072
g16507.t1,39,113,26,120,PF12796.13,Ank_2,Repeat,14,83,90,53.9,2.6e-14,1,CL0465
g16507.t1,119,188,112,189,PF12796.13,Ank_2,Repeat,25,89,90,48.0,1.9e-12,1,CL0465
g16507.t1,258,307,258,307,PF13637.12,Ank_4,Repeat,1,50,50,46.3,4.2e-12,1,CL0465
g16507.t1,386,444,382,444,PF00536.37,SAM_1,Domain,6,64,64,47.5,2.3e-12,1,CL0003
g16511.t1,126,288,87,296,PF06098.16,Radial_spoke_3,Family,56,217,229,96.4,2.2e-27,1,No_Clan
g16512.t1,30,109,30,111,PF13774.12,Longin,Domain,1,82,84,28.2,1.8e-06,1,CL0431
g16512.t1,127,211,125,213,PF00957.27,Synaptobrevin,Family,3,87,89,101.8,1.8e-29,1,CL0445
g16513.t1,47,357,32,377,PF05631.20,MFS_5,Family,21,332,356,277.1,2.4e-82,1,CL0015
g16513.t2,47,355,32,355,PF05631.20,MFS_5,Family,21,330,356,276.5,3.7e-82,1,CL0015
g16515.t1,356,447,354,450,PF12796.13,Ank_2,Repeat,3,87,90,48.8,1e-12,1,CL0465
g16515.t1,546,624,545,627,PF01363.27,FYVE,Domain,2,64,67,51.0,1.5e-13,1,CL0229
g16515.t2,356,447,354,450,PF12796.13,Ank_2,Repeat,3,87,90,49.1,8.1e-13,1,CL0465
g16516.t1,7,248,7,248,PF03029.23,ATP_bind_1,Domain,1,240,240,282.8,3.3e-84,1,CL0023
g16517.t1,55,152,55,152,PF00188.32,CAP,Domain,1,117,117,52.3,1.2e-13,1,CL0659
g16518.t1,60,135,60,141,PF00188.32,CAP,Domain,1,70,117,42.1,1.8e-10,1,CL0659
g16520.t1,86,435,68,443,PF00144.29,Beta-lactamase,Domain,10,320,329,170.1,8.9e-50,1,CL0013
g16521.t1,300,437,283,438,PF08016.18,PKD_channel,Family,85,224,225,75.6,4.7e-21,1,CL0030
g16527.t1,84,202,84,202,PF00188.32,CAP,Domain,1,117,117,94.0,1.4e-26,1,CL0659
g16528.t1,31,507,31,516,PF12657.13,TFIIIC_delta,Repeat,1,424,444,51.9,9.2e-14,1,CL0186
g16528.t1,773,828,755,867,PF12660.12,zf-TFIIIC,Domain,11,68,98,30.5,3.7e-07,1,No_Clan
g16530.t1,3,209,1,210,PF01061.29,ABC2_membrane,Domain,5,210,211,111.8,4.1e-32,1,CL0181
g16530.t1,225,294,222,295,PF06422.18,PDR_CDR,Family,6,75,92,30.5,3.3e-07,1,CL0181
g16531.t1,1,132,1,132,PF00005.33,ABC_tran,Domain,17,137,137,62.5,7.9e-17,1,CL0023
g16538.t1,93,267,92,270,PF00005.33,ABC_tran,Domain,2,134,137,56.8,4.8e-15,1,CL0023
g16538.t1,410,616,408,616,PF01061.29,ABC2_membrane,Domain,3,211,211,151.2,3.5e-44,1,CL0181
g16540.t1,137,192,137,193,PF11789.14,zf-Nse,Domain,1,56,57,53.8,1.7e-14,1,CL0229
g16542.t1,8,74,7,76,PF02798.26,GST_N,Domain,2,74,76,44.9,1.4e-11,1,CL0172
g16542.t1,215,281,214,283,PF02798.26,GST_N,Domain,2,74,76,36.8,4.8e-09,1,CL0172
g16542.t1,315,413,309,415,PF14497.11,GST_C_3,Domain,8,102,104,56.5,3.4e-15,1,CL0497
g16543.t1,6,200,6,205,PF00106.31,adh_short,Domain,1,189,195,129.4,1.5e-37,1,CL0063
g16546.t1,270,428,261,432,PF00106.31,adh_short,Domain,42,190,195,96.9,1.3e-27,1,CL0063
g16547.t1,8,73,7,76,PF02798.26,GST_N,Domain,2,73,76,27.5,4e-06,1,CL0172
g16547.t1,104,205,101,207,PF14497.11,GST_C_3,Domain,5,101,104,33.0,7.1e-08,1,CL0497
g16547.t1,214,281,212,283,PF02798.26,GST_N,Domain,3,74,76,32.4,1.1e-07,1,CL0172
g16547.t1,317,413,308,415,PF14497.11,GST_C_3,Domain,9,102,104,59.2,5.1e-16,1,CL0497
g16548.t1,76,198,74,219,PF01925.25,TauE,Family,4,114,237,51.0,1.9e-13,1,CL0292
g16548.t1,352,509,307,516,PF01925.25,TauE,Family,80,235,237,33.2,5.2e-08,1,CL0292
g16551.t1,258,300,252,308,PF00170.26,bZIP_1,Coiled-coil,7,49,64,33.1,5.9e-08,1,CL0018
g16553.t1,12,42,12,42,PF22061.2,CSN7_HB_subdom,Repeat,1,31,32,53.0,3e-14,1,CL0020
g16553.t1,78,153,72,154,PF01399.33,PCI,Domain,8,82,84,44.2,2.2e-11,1,CL0123
g16559.t1,152,211,152,211,PF03456.24,uDENN,Domain,1,57,57,49.3,6.6e-13,1,CL0431
g16559.t1,275,357,274,358,PF02141.26,DENN,Family,2,86,186,54.6,1.7e-14,1,CL0330
g16560.t1,51,144,51,144,PF01777.24,Ribosomal_L27e,Family,1,85,85,106.1,1e-30,1,CL0010
g16560.t2,102,195,102,195,PF01777.24,Ribosomal_L27e,Family,1,85,85,104.9,2.3e-30,1,CL0010
g16562.t1,228,357,228,358,PF01794.24,Ferric_reduct,Family,1,120,121,79.0,3.9e-22,1,CL0328
g16562.t1,391,490,387,491,PF08022.18,FAD_binding_8,Domain,5,108,109,51.1,1.6e-13,1,CL0866
g16562.t1,498,577,497,598,PF08030.17,NAD_binding_6,Domain,2,78,156,30.9,3.3e-07,1,CL0091
g16563.t1,55,205,52,211,PF00270.35,DEAD,Domain,4,161,167,38.5,1.2e-09,1,CL0023
g16563.t1,250,381,245,383,PF00271.37,Helicase_C,Domain,6,108,110,51.7,1.2e-13,1,CL0023
g16563.t1,444,472,444,472,PF04408.29,HA2_N,Domain,1,29,29,29.1,9.4e-07,1,CL0123
g16563.t1,473,532,473,532,PF21010.2,HA2_C,Domain,1,77,77,47.2,3.1e-12,1,No_Clan
g16563.t1,592,673,592,676,PF07717.22,OB_NTP_bind,Domain,1,77,83,64.5,9.9e-18,1,CL0021
g16563.t1,694,788,694,788,PF01247.24,Ribosomal_L35Ae,Domain,1,95,95,135.0,9.9e-40,1,CL0105
g16564.t1,93,238,92,241,PF00005.33,ABC_tran,Domain,2,134,137,58.2,1.7e-15,1,CL0023
g16564.t1,398,604,396,604,PF01061.29,ABC2_membrane,Domain,3,211,211,151.1,4e-44,1,CL0181
g16564.t1,754,901,754,901,PF00005.33,ABC_tran,Domain,1,137,137,71.8,1.1e-19,1,CL0023
g16564.t1,1050,1260,1050,1261,PF01061.29,ABC2_membrane,Domain,1,210,211,110.3,1.2e-31,1,CL0181
g16564.t1,1276,1345,1273,1346,PF06422.18,PDR_CDR,Family,6,75,92,27.9,2.1e-06,1,CL0181
g16566.t1,13,86,13,86,PF00347.28,Ribosomal_L6,Domain,1,80,80,55.6,8.9e-15,1,No_Clan
g16566.t1,98,175,98,175,PF00347.28,Ribosomal_L6,Domain,1,80,80,46.0,8.9e-12,1,No_Clan
g16567.t1,19,129,16,131,PF01412.23,ArfGap,Domain,4,115,117,99.3,1.8e-28,1,No_Clan
g16568.t1,170,778,170,779,PF08385.17,DHC_N1,Family,1,561,562,528.2,3.3e-158,1,No_Clan
g16568.t1,1331,1736,1329,1736,PF08393.18,DHC_N2,Family,3,403,403,434.5,4.6e-130,1,No_Clan
g16568.t1,1872,2198,1872,2198,PF12774.13,AAA_6,Domain,1,327,327,503.1,3.8e-151,1,CL0023
g16568.t1,2362,2481,2362,2481,PF17852.6,Dynein_AAA_lid,Domain,1,126,126,95.3,3.6e-27,1,No_Clan
g16568.t1,2487,2666,2487,2666,PF12775.13,AAA_7,Domain,1,181,181,241.9,4e-72,1,CL0023
g16568.t1,2697,2776,2697,2788,PF17857.7,AAA_lid_1,Domain,1,80,100,61.5,9.9e-17,1,CL0671
g16568.t1,2854,3113,2854,3113,PF12780.13,AAA_8,Domain,1,259,259,325.2,3.3e-97,1,CL0023
g16568.t1,3127,3457,3126,3461,PF12777.12,MT,Domain,2,340,344,172.6,1.5e-50,1,No_Clan
g16568.t1,3485,3705,3485,3705,PF12781.13,AAA_9,Domain,1,222,222,290.8,6e-87,1,CL0023
g16568.t1,3959,4076,3958,4076,PF03028.21,Dynein_heavy,Domain,2,115,115,130.3,3.9e-38,1,CL0023
g16568.t1,4108,4247,4108,4247,PF18198.7,AAA_lid_11,Domain,1,140,140,178.8,7.9e-53,1,CL0671
g16568.t1,4255,4553,4253,4553,PF18199.6,Dynein_C,Domain,3,309,309,307.9,9.7e-92,1,No_Clan
g16571.t1,394,531,378,532,PF08016.18,PKD_channel,Family,85,224,225,74.4,1.1e-20,1,CL0030
g16572.t1,255,310,247,320,PF07885.22,Ion_trans_2,Family,9,67,79,55.2,6.4e-15,1,CL0030
g16572.t1,443,534,417,540,PF22614.2,Slo-like_RCK,Domain,33,114,119,38.4,1e-09,1,CL0063
g16572.t1,560,656,559,656,PF03493.23,BK_channel_a,Family,2,90,90,83.2,1.6e-23,1,CL0582
g16572.t1,764,883,761,884,PF22614.2,Slo-like_RCK,Domain,4,119,119,63.1,2.3e-17,1,CL0063
g16575.t1,92,183,75,195,PF14580.12,LRR_9,Repeat,67,160,175,36.0,6.3e-09,1,CL0022
g16576.t1,45,123,44,124,PF00179.31,UQ_con,Domain,61,139,140,81.3,6.5e-23,1,CL0208
g16577.t1,245,379,244,391,PF13692.12,Glyco_trans_1_4,Domain,2,118,142,48.9,9.9e-13,1,CL0113
g16578.t1,162,309,162,317,PF01416.25,PseudoU_synth_1,Domain,1,97,108,52.2,9.1e-14,1,CL0649
g16579.t1,10,68,6,68,PF12796.13,Ank_2,Repeat,34,90,90,42.7,8.4e-11,1,CL0465
g16580.t1,36,135,29,136,PF04048.20,Sec8_N,Repeat,42,141,142,44.8,1.4e-11,1,CL0020
g16582.t1,150,296,150,296,PF13365.12,Trypsin_2,Domain,1,144,144,84.4,1.6e-23,1,CL0124
g16582.t1,438,514,438,514,PF12812.13,PDZ_1,Domain,1,78,78,63.1,2.4e-17,1,CL0466
g16584.t1,98,377,97,377,PF08584.16,Ribonuc_P_40,Family,2,286,286,187.3,4.9e-55,1,No_Clan
g16586.t1,240,428,238,428,PF03184.25,DDE_1,Family,3,177,177,48.5,9.1e-13,1,CL0219
g16587.t1,87,250,86,251,PF00856.33,SET,Family,2,104,105,42.7,7.9e-11,1,CL0489
g16588.t1,146,179,142,180,PF00400.38,WD40,Repeat,5,38,39,30.0,6.8e-07,1,CL0186
g16590.t1,26,126,26,126,PF13344.12,Hydrolase_6,Domain,1,101,101,104.7,2.9e-30,1,CL0137
g16590.t1,216,290,216,293,PF13242.12,Hydrolase_like,Domain,1,72,75,73.1,1.7e-20,1,CL0137
g16591.t1,66,308,57,335,PF00899.27,ThiF,Domain,8,207,238,140.9,4.6e-41,1,CL0063
g16592.t1,100,367,37,368,PF00933.27,Glyco_hydro_3,Domain,45,315,316,152.2,2.9e-44,1,CL0036
g16592.t1,405,631,405,631,PF01915.27,Glyco_hydro_3_C,Domain,1,200,200,129.9,1.5e-37,1,No_Clan
g16592.t1,669,737,669,741,PF14310.12,Fn3-like,Family,1,65,71,43.3,4e-11,1,CL0159
g16593.t1,15,113,12,116,PF00307.36,CH,Domain,6,106,109,35.3,1.4e-08,1,CL0188
g16594.t1,74,368,37,368,PF00933.27,Glyco_hydro_3,Domain,25,316,316,166.0,1.8e-48,1,CL0036
g16594.t1,405,631,405,631,PF01915.27,Glyco_hydro_3_C,Domain,1,200,200,130.8,7.8e-38,1,No_Clan
g16594.t1,669,739,669,742,PF14310.12,Fn3-like,Family,1,67,71,43.8,2.7e-11,1,CL0159
g16596.t1,41,365,37,367,PF00933.27,Glyco_hydro_3,Domain,6,314,316,173.3,1.1e-50,1,CL0036
g16596.t1,404,630,404,630,PF01915.27,Glyco_hydro_3_C,Domain,1,200,200,130.6,8.9e-38,1,No_Clan
g16596.t1,668,738,668,741,PF14310.12,Fn3-like,Family,1,67,71,44.3,1.9e-11,1,CL0159
g16598.t1,6,120,4,120,PF01408.28,GFO_IDH_MocA,Family,3,120,120,76.9,2.7e-21,1,CL0063
g16598.t1,133,336,132,345,PF02894.22,GFO_IDH_MocA_C,Domain,2,208,218,110.6,1.2e-31,1,CL0139
g16600.t1,31,140,31,141,PF05773.27,RWD,Domain,1,111,112,56.5,3.7e-15,1,CL0208
g16600.t1,279,346,278,353,PF00069.31,Pkinase,Domain,2,69,263,45.7,6.9e-12,1,CL0016
g16600.t1,498,575,493,584,PF00069.31,Pkinase,Domain,70,146,263,73.0,3.1e-20,1,CL0016
g16600.t1,650,748,640,749,PF00069.31,Pkinase,Domain,152,262,263,47.6,1.8e-12,1,CL0016
g16600.t1,1240,1421,1238,1482,PF12745.12,HGTP_anticodon2,Domain,8,184,261,34.1,2.7e-08,1,CL0458
g16601.t1,16,323,14,323,PF00432.27,Prenyltrans,Repeat,3,304,304,311.1,1.1e-92,1,CL0059
g16602.t1,50,230,49,230,PF00227.31,Proteasome,Domain,2,189,189,180.9,2.6e-53,1,CL0052
g16606.t1,2,44,1,54,PF00069.31,Pkinase,Domain,104,146,263,54.2,1.8e-14,1,CL0016
g16606.t1,99,197,89,198,PF00069.31,Pkinase,Domain,152,262,263,48.5,9.7e-13,1,CL0016
g16606.t1,667,847,665,906,PF12745.12,HGTP_anticodon2,Domain,8,183,261,33.9,3e-08,1,CL0458
g16607.t1,59,262,55,262,PF00432.27,Prenyltrans,Repeat,113,304,304,206.4,8.5e-61,1,CL0059
g16608.t1,51,224,49,224,PF00227.31,Proteasome,Domain,3,189,189,158.7,1.6e-46,1,CL0052
g16608.t2,50,230,49,230,PF00227.31,Proteasome,Domain,2,189,189,180.9,2.6e-53,1,CL0052
g16609.t1,14,142,14,142,PF00416.27,Ribosomal_S13,Family,1,128,128,174.9,1.1e-51,1,CL0303
g16611.t1,258,300,252,308,PF00170.26,bZIP_1,Coiled-coil,7,49,64,35.3,1.2e-08,1,CL0018
g16614.t1,72,151,70,152,PF06602.19,Myotub-related,Domain,274,351,352,89.7,2.2e-25,1,CL0031
g16617.t1,76,198,74,219,PF01925.25,TauE,Family,4,114,237,51.0,1.9e-13,1,CL0292
g16617.t1,352,509,307,516,PF01925.25,TauE,Family,80,235,237,33.2,5.2e-08,1,CL0292
g16618.t1,8,73,7,76,PF02798.26,GST_N,Domain,2,73,76,27.5,4e-06,1,CL0172
g16618.t1,104,205,101,207,PF14497.11,GST_C_3,Domain,5,101,104,33.0,7.1e-08,1,CL0497
g16618.t1,214,281,212,283,PF02798.26,GST_N,Domain,3,74,76,32.4,1.1e-07,1,CL0172
g16618.t1,317,413,308,415,PF14497.11,GST_C_3,Domain,9,102,104,59.2,5.1e-16,1,CL0497
g16619.t1,6,200,6,205,PF00106.31,adh_short,Domain,1,189,195,128.5,2.8e-37,1,CL0063
g16620.t1,185,251,184,253,PF02798.26,GST_N,Domain,2,74,76,28.8,1.5e-06,1,CL0172
g16620.t1,285,384,280,386,PF14497.11,GST_C_3,Domain,8,102,104,49.8,4.1e-13,1,CL0497
g16621.t1,6,200,6,205,PF00106.31,adh_short,Domain,1,189,195,130.7,5.7e-38,1,CL0063
g16622.t1,8,74,7,76,PF02798.26,GST_N,Domain,2,74,76,44.9,1.4e-11,1,CL0172
g16622.t1,215,281,214,283,PF02798.26,GST_N,Domain,2,74,76,38.0,2e-09,1,CL0172
g16622.t1,315,413,309,415,PF14497.11,GST_C_3,Domain,8,102,104,52.1,7.8e-14,1,CL0497
g16624.t1,137,192,137,193,PF11789.14,zf-Nse,Domain,1,56,57,53.8,1.7e-14,1,CL0229
g16625.t1,12,42,12,42,PF22061.2,CSN7_HB_subdom,Repeat,1,31,32,53.2,2.6e-14,1,CL0020
g16625.t1,78,153,72,154,PF01399.33,PCI,Domain,8,82,84,44.5,1.8e-11,1,CL0123
g16626.t1,56,205,52,211,PF00270.35,DEAD,Domain,5,161,167,39.5,5.9e-10,1,CL0023
g16626.t1,250,381,245,383,PF00271.37,Helicase_C,Domain,6,108,110,51.7,1.2e-13,1,CL0023
g16626.t1,444,472,444,472,PF04408.29,HA2_N,Domain,1,29,29,29.1,9.4e-07,1,CL0123
g16626.t1,473,532,473,532,PF21010.2,HA2_C,Domain,1,77,77,47.2,3.1e-12,1,No_Clan
g16626.t1,592,673,592,676,PF07717.22,OB_NTP_bind,Domain,1,77,83,64.5,9.9e-18,1,CL0021
g16626.t1,694,788,694,788,PF01247.24,Ribosomal_L35Ae,Domain,1,95,95,135.0,9.9e-40,1,CL0105
g16627.t1,228,357,228,358,PF01794.24,Ferric_reduct,Family,1,120,121,79.0,3.9e-22,1,CL0328
g16627.t1,391,490,387,491,PF08022.18,FAD_binding_8,Domain,5,108,109,51.1,1.6e-13,1,CL0866
g16627.t1,498,577,497,598,PF08030.17,NAD_binding_6,Domain,2,78,156,30.9,3.3e-07,1,CL0091
g16629.t1,51,144,51,144,PF01777.24,Ribosomal_L27e,Family,1,85,85,106.1,1e-30,1,CL0010
g16629.t2,102,195,102,195,PF01777.24,Ribosomal_L27e,Family,1,85,85,104.9,2.3e-30,1,CL0010
g16630.t1,44,103,44,103,PF03456.24,uDENN,Domain,1,57,57,48.6,1.1e-12,1,CL0431
g16630.t1,167,349,166,349,PF02141.26,DENN,Family,2,186,186,179.6,7.4e-53,1,CL0330
g16630.t1,551,599,551,600,PF03455.24,dDENN,Domain,1,48,49,36.7,4.2e-09,1,No_Clan
g16630.t2,44,103,44,103,PF03456.24,uDENN,Domain,1,57,57,48.6,1.1e-12,1,CL0431
g16630.t2,167,349,166,349,PF02141.26,DENN,Family,2,186,186,179.6,7.4e-53,1,CL0330
g16630.t2,551,599,551,600,PF03455.24,dDENN,Domain,1,48,49,36.7,4.2e-09,1,No_Clan
g16631.t1,220,332,195,332,PF00622.35,SPRY,Family,16,121,121,39.3,7.8e-10,1,CL0004
g16631.t1,564,679,555,680,PF00622.35,SPRY,Family,12,120,121,39.8,5.3e-10,1,CL0004
g16631.t2,220,332,195,332,PF00622.35,SPRY,Family,16,121,121,39.3,7.8e-10,1,CL0004
g16631.t2,564,678,555,679,PF00622.35,SPRY,Family,12,120,121,42.1,1.1e-10,1,CL0004
g16631.t3,220,332,195,332,PF00622.35,SPRY,Family,16,121,121,40.9,2.5e-10,1,CL0004
g16631.t4,216,330,207,331,PF00622.35,SPRY,Family,12,120,121,43.5,3.7e-11,1,CL0004
g16632.t1,220,335,212,336,PF00622.35,SPRY,Family,10,120,121,44.4,2e-11,1,CL0004
g16636.t1,28,181,26,192,PF03162.18,Y_phosphatase2,Domain,3,153,165,124.8,3.1e-36,1,CL0031
g16639.t1,107,209,95,230,PF13343.11,SBP_bac_6,Family,21,128,245,42.9,5e-11,1,CL0177
g16640.t1,109,175,97,182,PF13343.11,SBP_bac_6,Family,21,92,245,31.7,1.3e-07,1,CL0177
g16641.t1,55,284,48,285,PF01547.30,SBP_bac_1,Family,11,306,307,52.1,1.2e-13,1,CL0177
g16642.t1,62,121,58,122,PF03221.22,HTH_Tnp_Tc5,Domain,5,65,66,42.6,5.9e-11,1,CL0123
g16642.t1,192,386,192,386,PF03184.25,DDE_1,Family,1,177,177,56.5,3.2e-15,1,CL0219
g16643.t1,111,217,93,245,PF13343.11,SBP_bac_6,Family,26,137,245,47.4,2.1e-12,1,CL0177
g16644.t1,108,289,95,309,PF13343.11,SBP_bac_6,Family,22,212,245,50.6,2.2e-13,1,CL0177
g16645.t1,108,289,95,309,PF13343.11,SBP_bac_6,Family,22,212,245,51.1,1.6e-13,1,CL0177
g16646.t1,5,33,3,33,PF00397.32,WW,Domain,3,31,31,42.6,5.7e-11,1,CL0680
g16646.t1,51,78,49,78,PF00397.32,WW,Domain,4,31,31,31.2,2.1e-07,1,CL0680
g16646.t1,139,166,137,166,PF00397.32,WW,Domain,4,31,31,33.2,5.2e-08,1,CL0680
g16646.t1,244,272,242,272,PF00397.32,WW,Domain,3,31,31,41.2,1.7e-10,1,CL0680
g16649.t1,340,626,336,626,PF02353.26,CMAS,Family,9,273,273,84.3,1.1e-23,1,CL0063
g16651.t1,96,160,95,160,PF00035.32,dsrm,Domain,2,66,66,48.6,1.2e-12,1,CL0196
g16651.t1,257,353,257,361,PF06859.18,Bin3,Family,1,93,109,73.4,2.5e-20,1,CL0063
g16651.t3,96,160,95,160,PF00035.32,dsrm,Domain,2,66,66,49.6,6e-13,1,CL0196
g16651.t3,257,362,257,363,PF06859.18,Bin3,Family,1,108,109,78.6,6.4e-22,1,CL0063
g16652.t1,51,275,49,276,PF02104.20,SURF1,Family,3,204,205,131.0,9.2e-38,1,No_Clan
g16653.t1,32,440,15,442,PF00999.26,Na_H_Exchanger,Family,11,373,375,168.7,2.2e-49,1,CL0064
g16654.t1,21,430,7,432,PF00999.26,Na_H_Exchanger,Family,11,373,375,168.7,2.2e-49,1,CL0064
g16657.t1,113,181,113,181,PF02207.25,zf-UBR,Family,1,69,69,66.4,2.4e-18,1,No_Clan
g16657.t1,322,380,318,389,PF02617.22,ClpS,Family,6,64,80,28.5,1.2e-06,1,No_Clan
g16657.t1,1044,1143,1043,1145,PF22960.2,UBR1-like_wing,Domain,2,98,100,63.9,1.6e-17,1,CL0123
g16657.t1,1780,2280,1765,2280,PF18995.5,PRT6_C,Domain,27,451,451,176.3,1.3e-51,1,No_Clan
g16658.t1,101,246,87,248,PF05018.18,CFA20_dom,Domain,30,182,185,93.0,2.3e-26,1,No_Clan
g16659.t1,69,129,48,132,PF05699.19,Dimer_Tnp_hAT,Domain,17,76,84,35.6,7.7e-09,1,No_Clan
g16661.t1,182,251,174,252,PF00288.32,GHMP_kinases_N,Domain,24,86,87,32.6,8.9e-08,1,CL0329
g16661.t2,179,248,171,249,PF00288.32,GHMP_kinases_N,Domain,24,86,87,32.6,8.8e-08,1,CL0329
g16662.t1,180,375,143,375,PF00481.26,PP2C,Family,51,218,255,131.8,4.2e-38,1,CL0238
g16665.t1,29,84,27,84,PF08207.18,EFP_N,Domain,3,58,58,78.2,4.5e-22,1,CL0010
g16665.t1,95,147,93,147,PF01132.26,EFP,Domain,3,54,54,47.0,2.5e-12,1,CL0021
g16665.t1,155,208,155,209,PF09285.17,Elong-fact-P_C,Domain,1,55,56,62.9,2.2e-17,1,CL0021
g16666.t1,17,74,10,75,PF04212.24,MIT,Domain,8,65,66,52.5,5e-14,1,CL0745
g16666.t1,170,300,170,300,PF00004.35,AAA,Domain,1,131,131,147.1,5e-43,1,CL0023
g16666.t1,325,359,323,369,PF17862.7,AAA_lid_3,Domain,3,37,45,43.7,1.9e-11,1,CL0671
g16667.t1,42,103,42,104,PF02148.25,zf-UBP,Domain,1,62,63,67.5,1.2e-18,1,CL0229
g16667.t1,143,510,143,510,PF00443.35,UCH,Family,1,254,254,130.9,7.8e-38,1,CL0125
g16668.t1,66,365,64,366,PF00676.25,E1_dh,Family,3,299,300,357.5,5.9e-107,1,CL0254
g16669.t1,281,335,275,338,PF01363.27,FYVE,Domain,9,64,67,34.2,2.6e-08,1,CL0229
g16670.t1,2924,3014,2924,3015,PF00041.27,fn3,Domain,1,83,84,36.9,4.2e-09,1,CL0159
g16670.t1,3305,3387,3303,3388,PF00041.27,fn3,Domain,3,83,84,43.3,4.2e-11,1,CL0159
g16670.t1,3393,3506,3390,3507,PF03160.20,Calx-beta,Domain,4,118,119,44.8,1.4e-11,1,CL0159
g16670.t1,3729,3803,3724,3814,PF00041.27,fn3,Domain,3,72,84,26.8,6e-06,1,CL0159
g16670.t1,4432,4517,4432,4519,PF00041.27,fn3,Domain,1,82,84,39.8,5e-10,1,CL0159
g16670.t1,4522,4619,4521,4641,PF03160.20,Calx-beta,Domain,2,96,119,33.2,5.7e-08,1,CL0159
g16670.t1,5349,5425,5348,5427,PF00041.27,fn3,Domain,2,73,84,32.9,7.3e-08,1,CL0159
g16670.t1,5569,5654,5568,5655,PF00041.27,fn3,Domain,2,83,84,26.8,5.8e-06,1,CL0159
g16670.t1,5664,5749,5663,5755,PF00041.27,fn3,Domain,2,79,84,38.3,1.5e-09,1,CL0159
g16671.t1,289,377,288,388,PF06337.17,DUSP,Domain,3,65,77,32.1,1.5e-07,1,No_Clan
g16673.t1,190,407,185,407,PF10192.15,GPR180-TMEM145_TM,Domain,3,224,224,146.5,1.1e-42,1,CL0192
g16674.t1,446,543,445,546,PF13246.12,Cation_ATPase,Family,2,87,91,41.7,1.1e-10,1,CL0137
g16674.t1,818,1066,818,1066,PF16212.11,PhoLip_ATPase_C,Family,1,251,251,227.6,2.5e-67,1,CL0137
g16675.t1,96,269,96,269,PF01018.28,GTP1_OBG,Domain,1,155,155,109.1,2e-31,1,CL0762
g16675.t1,272,395,272,395,PF01926.29,MMR_HSR1,Family,1,113,113,78.3,6e-22,1,CL0023
g16676.t1,4,309,4,309,PF00069.31,Pkinase,Domain,1,263,263,218.7,1.1e-64,1,CL0016
g16677.t1,242,347,242,347,PF01159.24,Ribosomal_L6e,Family,1,111,111,129.4,9.8e-38,1,No_Clan
g16677.t2,116,221,116,221,PF01159.24,Ribosomal_L6e,Family,1,111,111,130.8,3.6e-38,1,No_Clan
g16678.t1,315,502,314,504,PF00122.25,E1-E2_ATPase,Family,2,178,181,141.4,2.8e-41,1,No_Clan
g16678.t1,521,750,521,750,PF00702.32,Hydrolase,Domain,1,191,191,101.9,7.3e-29,1,CL0137
g16680.t1,49,287,23,287,PF00069.31,Pkinase,Domain,41,263,263,128.2,4.7e-37,1,CL0016
g16684.t1,36,265,25,276,PF14587.12,Glyco_hydr_30_2,Domain,13,224,364,57.9,1.4e-15,1,CL0036
g16685.t1,140,372,140,372,PF01798.23,Nop,Family,1,228,228,229.3,5e-68,1,No_Clan
g16685.t1,380,498,379,498,PF09785.14,Prp31_C,Family,2,123,123,126.4,1.5e-36,1,No_Clan
g16686.t1,105,279,105,280,PF00270.35,DEAD,Domain,1,166,167,160.9,2.9e-47,1,CL0023
g16686.t1,326,429,320,429,PF00271.37,Helicase_C,Domain,6,110,110,63.3,2.9e-17,1,CL0023
g16688.t1,26,228,25,229,PF01105.29,EMP24_GP25L,Domain,2,181,182,85.7,5e-24,1,CL0521
g16689.t1,64,238,63,239,PF00270.35,DEAD,Domain,2,166,167,162.1,1.3e-47,1,CL0023
g16689.t1,290,388,276,388,PF00271.37,Helicase_C,Domain,12,110,110,67.9,1.1e-18,1,CL0023
g16690.t1,19,477,19,481,PF03577.20,Peptidase_C69,Family,1,398,402,179.1,1.8e-52,1,CL0052
g16691.t1,47,138,47,138,PF00447.23,HSF_DNA-bind,Domain,1,100,100,78.6,5.3e-22,1,CL0123
g16692.t1,237,325,235,325,PF12796.13,Ank_2,Repeat,4,90,90,64.1,1.8e-17,1,CL0465
g16693.t1,352,483,350,488,PF08144.17,CPL,Repeat,3,133,143,50.9,2.5e-13,1,CL0020
g16694.t1,2,160,2,166,PF23383.1,Beta-prop_IFT140_1st,Repeat,1,165,406,97.4,9.5e-28,1,CL0186
g16694.t1,169,382,156,383,PF23383.1,Beta-prop_IFT140_1st,Repeat,198,405,406,136.7,1.1e-39,1,CL0186
g16694.t1,392,608,391,609,PF23385.1,Beta-prop_IFT140_2nd,Repeat,2,203,319,157.8,4.6e-46,1,CL0186
g16694.t1,774,1266,774,1266,PF24762.1,TPR_IF140-IFT172,Repeat,1,486,486,685.4,5.1e-206,1,CL0020
