,chr,start,end,zoospore,germinating cyst,mycelia_48h,mycelia_96,Early infection,Late infection,compartment
g4205,HiC_scaffold_10,453771,454452,19.00012173,0,0.05280079,0.0366,0,0,A
g4207,HiC_scaffold_10,458388,459231,0.718035295,0,0.084356378,0.973978592,0.737706068,2.266210947,A
g4208,HiC_scaffold_10,459428,460430,0.724101113,0.720289948,0.641136312,3.391140712,1.910449551,3.867180534,A
g4209,HiC_scaffold_10,462817,463660,0.314915451,0.047018303,0.209463455,3.26559473,1.883091309,3.965685286,A
g4210,HiC_scaffold_10,465469,465919,22.62041906,0.091145694,0.079905195,0.675090112,0.303207069,1.414663567,A
g4211,HiC_scaffold_10,466148,468788,2.485566412,0,0.040556729,0.201820947,0.030444902,0.100551549,A
g4212,HiC_scaffold_10,468895,469735,2.313244891,0.475145905,0.884607568,1.724850361,1.729920616,4.613362977,A
g4241,HiC_scaffold_10,548393,553067,0.120804698,0.034510908,0.10632964,0.493973393,0.270393086,0.340831524,A
g4242,HiC_scaffold_10,553927,555616,13.17681817,3.391977319,5.470575453,2.782936608,1.774596684,2.326227432,A
g4243,HiC_scaffold_10,555970,557014,4.642175791,3.244670117,2.870556669,8.445104608,5.165896588,9.830018539,A
g4244,HiC_scaffold_10,558612,560399,70.14197385,5.502751975,27.24491054,42.17650794,44.27758859,124.2679309,A
g4245,HiC_scaffold_10,560614,561433,2.750606193,2.557012849,15.12461119,16.39108809,13.52937022,11.21069187,A
g4246,HiC_scaffold_10,561579,562512,0.121411228,0.131882838,5.481756656,1.207309347,0.664261191,0.454764989,A
g4252,HiC_scaffold_10,584392,587760,0,0,0.014556973,4.681113559,1.777587503,22.31203152,A
g4253,HiC_scaffold_10,589588,590536,7.814643149,6.911140059,4.6828186,4.274496899,2.807961206,3.080186695,A
g4254,HiC_scaffold_10,590689,591862,14.14925065,3.047342491,2.219972019,5.274253853,3.739899096,6.242748505,A
g4255,HiC_scaffold_10,592673,593594,8.618370479,0.219673774,1.354262034,2.175454117,1.588187489,1.383753785,A
g4256,HiC_scaffold_10,594646,595312,0.228524098,0,0.266336249,0.619939417,0.120682494,1.434711592,A
g4257,HiC_scaffold_10,596134,598111,1.385127042,0.041492729,0.035969867,0.773853602,0.528512411,1.234551338,A
g4258,HiC_scaffold_10,600483,601404,16.48743218,0.440844979,9.038181472,0.64792894,2.019904815,1.095191248,A
g4259,HiC_scaffold_10,602237,603404,51.67422622,7.898383812,6.746156576,8.174251622,6.657428517,9.688736408,A
g4260,HiC_scaffold_10,603930,604878,8.836758825,2.589724459,3.003909338,7.137369237,4.137730717,8.228378646,A
g4261,HiC_scaffold_10,611280,612948,0,0,0.028581373,0,0.022359096,0,A
g4269,HiC_scaffold_10,643023,644804,31.89350929,51.62976508,47.1791601,40.44087471,32.78429928,28.22629817,A
g4270,HiC_scaffold_10,644916,648771,6.050754965,3.953335868,14.06312345,3.445363294,3.363164024,2.960667142,A
g4271,HiC_scaffold_10,648995,649961,75.80386809,135.6078433,96.35706118,66.99989833,55.51616917,42.85392309,A
g4272,HiC_scaffold_10,650317,650896,3.94695934,1.04352396,24.37316522,7.375274598,14.35877618,4.948192969,A
g4273,HiC_scaffold_10,651054,652111,33.29005973,37.02037768,56.61728412,40.32224534,30.65090537,39.47517271,A
g4274,HiC_scaffold_10,652368,653862,127.9696414,247.1344178,302.8176406,121.0925475,98.9674467,143.3143955,A
g4275,HiC_scaffold_10,654125,657143,40.72340139,15.48740003,33.34977186,6.783720206,7.228492076,8.882486741,A
g4276,HiC_scaffold_10,657256,659866,13.17786654,34.18498496,51.54156385,18.18414541,18.19593571,23.02575198,A
g4277,HiC_scaffold_10,660485,661409,6.403345405,11.75788066,49.73155916,21.27295992,13.32779356,39.77051401,A
g4278,HiC_scaffold_10,662574,663426,53.70502247,20.03110589,30.20518749,16.56757941,19.53432702,16.51202199,A
g4279,HiC_scaffold_10,668126,668978,31.52495593,6.146552748,8.567903836,5.886298474,4.297418126,8.347407463,A
g4288,HiC_scaffold_10,698466,699273,2.81026177,0.175860265,0.2593274,41.4491825,15.46218068,24.4480901,A
g4289,HiC_scaffold_10,706026,706983,0.684356562,0.863504124,2.764345122,2.241021396,1.2700805,3.313244957,A
g4290,HiC_scaffold_10,708248,708931,0.684451098,47.45582043,46.1664237,17.22438255,6.965864847,14.84990218,A
g4291,HiC_scaffold_10,711741,712362,0.609904028,0,0.171123213,14.40518849,8.385662026,10.08648904,A
g4292,HiC_scaffold_10,712655,714521,4.984079041,4.255697642,9.212623509,4.689856601,10.6991688,8.165092994,A
g4295,HiC_scaffold_10,718154,720128,1.886322715,1.161983183,1.205805807,0.854752662,2.741403593,2.958163101,A
g4296,HiC_scaffold_10,721161,723027,3.166028602,5.718042135,14.31551138,2.701830663,6.361803971,5.263764912,A
g4297,HiC_scaffold_10,723329,724037,0.484907445,0.395781458,0.252802881,13.02672724,6.679823148,8.914679104,A
g4298,HiC_scaffold_10,726072,726729,0.172415032,0.24341682,0.865904736,26.11612753,11.85034685,12.58876981,A
g4299,HiC_scaffold_10,726816,727491,0.138158703,0.074060599,0.033018676,0.115875222,0.173843924,0.683044135,A
g4300,HiC_scaffold_10,727838,729488,0.504155822,0.193848304,0.560279723,0.94327169,1.522861148,3.635493098,A
g4301,HiC_scaffold_10,729588,731148,18.77996728,0.051699995,0.686858904,1.369257581,1.679995036,0.884694655,A
g4302,HiC_scaffold_10,732324,733980,4.76011099,7.431570605,16.81063451,19.9802412,13.14353302,13.75232639,A
g4303,HiC_scaffold_10,734072,735193,56.48974398,10.1584939,36.35059836,10.78503123,7.713577974,9.716406951,A
g4304,HiC_scaffold_10,735682,736378,66.91927264,12.81952386,77.51652015,27.58418153,19.12499499,21.20579682,A
g4305,HiC_scaffold_10,736545,737864,89.70306772,128.1523538,249.7271023,129.1548753,123.2359644,198.2508961,A
g4306,HiC_scaffold_10,738525,741436,2.274779311,13.06873863,19.55450609,9.53926369,8.093044839,8.176857225,A
g4307,HiC_scaffold_10,741770,743081,0.318589454,5.202074967,12.67030392,7.521339246,4.859717116,7.411753552,A
g4308,HiC_scaffold_10,743285,744625,64.19403717,25.44788857,13.56237133,34.24585839,21.77780828,25.09820581,A
g4309,HiC_scaffold_10,744774,749265,37.37787633,14.8751537,10.72086655,8.541460491,6.253748348,7.421993026,A
g4310,HiC_scaffold_10,749420,751091,4.353852821,0.109062869,0.410590599,0.429774128,0.254564937,1.291484666,A
g4311,HiC_scaffold_10,751342,753087,24.05647775,0.402225392,0.981956812,1.363897379,1.182257166,2.395236093,A
g4312,HiC_scaffold_10,753979,755554,249.3227374,70.43974526,25.69267042,19.96274706,36.42353712,64.29979316,A
g4313,HiC_scaffold_10,756280,757237,2.146980317,0.889940314,3.896541293,0.828640668,1.047699903,2.77448371,A
g4314,HiC_scaffold_10,757743,759564,7.826119181,8.508213752,15.83296014,10.56505885,9.377749624,12.79644842,A
g4315,HiC_scaffold_10,759577,761119,28.38787686,17.96199396,22.23525463,11.93932194,12.57032287,14.21754147,A
g4316,HiC_scaffold_10,762010,763784,0.467358966,0.0707781,0.99284365,1.697485663,1.388671011,0.895807636,A
g4317,HiC_scaffold_10,764067,765306,22.72604694,23.34295938,16.40504914,38.17361403,21.19340641,27.59778869,A
g4318,HiC_scaffold_10,765393,766302,1.584868319,0,0.038674465,0.248500018,0.030254883,0.291689861,A
g4319,HiC_scaffold_10,766811,767621,7.944050469,1.692696126,4.214069714,4.371864353,2.569643341,4.260023654,A
g4320,HiC_scaffold_10,767668,770215,14.68235969,7.686584804,12.18183763,14.53010216,11.0688688,21.7126527,A
g4321,HiC_scaffold_10,770618,772811,12.5145078,8.600626816,17.38739497,18.92470636,12.90269937,21.22689554,A
g4322,HiC_scaffold_10,772991,773897,29.47164657,15.27753118,20.03529426,17.72887153,10.51406303,14.76791494,A
g4323,HiC_scaffold_10,773908,775142,6.636355862,12.56511745,3.175551553,13.61594031,10.56069121,8.278376718,A
g4324,HiC_scaffold_10,775235,777034,0.802629018,1.823574127,1.277846205,6.265196255,4.531112742,5.483511877,A
g4325,HiC_scaffold_10,777293,778556,2.325917017,0.794396621,176.7902023,3.028508289,8.267782413,10.17448044,A
g4326,HiC_scaffold_10,780185,781448,9.719447393,1.33663919,73.65438083,4.570366011,5.94039928,9.501858513,A
g4327,HiC_scaffold_10,781654,790291,2.571808975,22.42894602,58.94452649,17.88316209,19.56326641,20.34902881,A
g4328,HiC_scaffold_10,790604,791215,8.039053706,16.87095045,32.95015659,13.78190449,9.711701833,8.941457879,A
g4331,HiC_scaffold_10,802731,804591,0.324495447,0.043361286,0.076464975,1.659367812,1.191249335,3.281688189,A
g4332,HiC_scaffold_10,805577,807329,4.713529996,8.685119414,10.50727233,20.7550203,13.64044428,13.20794453,A
g4333,HiC_scaffold_10,808330,808882,0.20521137,0,0,1.292644871,1.421677215,1.537864992,A
g4334,HiC_scaffold_10,809582,812176,7.28619794,55.570461,76.77203587,31.91421255,27.6201565,25.67087393,A
g4335,HiC_scaffold_10,813022,813307,0,0,0.123351189,44.14761323,19.73806231,27.93404435,A
g4344,HiC_scaffold_10,838992,840912,0.023294581,0.024834856,0,0,0,0,A
g4345,HiC_scaffold_10,842055,842397,0.450114827,0,0.207931071,1.207250444,1.339009784,0.15541877,A
g4346,HiC_scaffold_10,844842,846702,2.057829143,2.312770949,2.450336235,6.252697156,4.104998118,4.134482218,A
g4347,HiC_scaffold_10,846865,848482,9.179842418,4.619343075,3.426762666,5.833169603,3.917029841,4.369079308,A
g4348,HiC_scaffold_10,848638,849163,21.79334001,10.34458607,4.476036319,11.78717121,8.545620767,5.864488823,A
g4349,HiC_scaffold_10,849257,850331,134.3452344,83.53921946,367.6204039,112.617248,118.9553068,130.8903993,A
g4350,HiC_scaffold_10,852258,853332,142.9630075,438.365778,1942.375071,286.0076391,277.3046337,332.9266094,A
g4351,HiC_scaffold_10,853650,855670,1.760162246,10.28807496,16.79446474,10.00601978,7.185785361,13.80566124,A
g4352,HiC_scaffold_10,855829,857476,4.157793082,1.820764271,3.753923047,1.105844072,0.352549793,0.799329768,A
g4353,HiC_scaffold_10,858200,858602,0.184965928,0,0.266342697,2.666355895,0.59981001,1.057004347,A
g4354,HiC_scaffold_10,860125,861871,0.021293328,0,0,1.382145125,0.682683185,0.365314222,A
g4355,HiC_scaffold_10,862154,864758,0.446391866,0,0.176464383,0.253566826,0.12289144,0.284199351,A
g4356,HiC_scaffold_10,865749,866166,0,1.740690473,17.73547326,4.080018724,3.106906526,3.689816067,A
g4357,HiC_scaffold_10,867020,867653,0.731172252,0.346460556,0.123459074,0.703218867,0.235031109,0.460323061,A
g4358,HiC_scaffold_10,871252,874065,0.31485572,0.044289946,0.039491859,2.433097276,1.777203129,1.923581746,A
g4359,HiC_scaffold_10,874469,876221,14.99400115,15.49757112,5.753058796,16.3357785,13.60769077,13.62550435,A
g4360,HiC_scaffold_10,876404,876848,5.735782074,1.988816467,1.202126853,2.708915625,1.498134476,1.795018653,A
g4361,HiC_scaffold_10,877325,878669,0.449078521,0.93065137,5.363008311,0.413814571,0.447798633,0.355936736,A
g4377,HiC_scaffold_10,916396,917446,0.037067022,0.688675867,0.781524548,1.811854282,2.263307472,3.235681848,A
g4378,HiC_scaffold_10,917527,919948,0.187876467,2.15413269,3.842973148,2.359920245,2.453799869,1.578075857,A
g4379,HiC_scaffold_10,920005,926284,5.604631977,10.15009331,21.97991049,0.257599743,0.213824184,0.104736788,A
g4381,HiC_scaffold_10,930586,931780,0.160064843,0.034351392,0.089001269,0.778924442,0.271937983,0.355875835,A
g4383,HiC_scaffold_10,936109,937414,3.804604836,9.267448135,36.28733527,0.115795185,0.081847485,0.081460872,A
g4396,HiC_scaffold_10,967617,968085,0.08316319,0,0.075117711,2.034075685,1.563873868,2.269517875,A
g4398,HiC_scaffold_10,969543,970944,0.296879766,0.085858973,0.177940483,1.055313529,1.44031808,2.425471773,A
g4399,HiC_scaffold_10,973837,974634,0.079440495,0.084693225,0.076831918,0.053257692,0.174016674,0,A
g4401,HiC_scaffold_10,979196,980510,11.62518134,2.485324281,2.111863872,3.940026511,1.061593724,5.981625803,A
g4402,HiC_scaffold_10,981070,982444,33.03466494,295.9703054,67.50735306,61.29097231,50.61676121,37.08527582,B
g4403,HiC_scaffold_10,984301,985336,28.32013796,47.55164022,44.53651478,28.158883,37.47603971,36.15339945,B
g4404,HiC_scaffold_10,988988,991109,17.69410855,9.661237013,8.775337757,22.45177762,15.46120696,20.54374884,B
g4405,HiC_scaffold_10,991410,992595,12.72761969,4.831776967,6.779521283,2.343884558,1.202779088,2.129050625,A
g4406,HiC_scaffold_10,992673,993960,2.215292416,0.373856787,1.655138925,0.964764506,0.355820782,1.112693749,A
g4407,HiC_scaffold_10,994262,994604,2.571604054,0.463583969,1.457863257,1.134371497,1.830839955,1.707793563,A
g4408,HiC_scaffold_10,998425,1001689,73.99508297,12.95065541,7.810523165,4.663460015,5.066162924,7.676494733,A
g4409,HiC_scaffold_10,1003437,1004163,10.4314956,0.66084649,2.74152299,1.791862011,1.640357546,1.096925991,A
g4410,HiC_scaffold_10,1004193,1005783,2.300754786,0.104937566,3.893882865,0.973221525,0.673854796,4.388048174,A
g4411,HiC_scaffold_10,1007270,1007651,103.3142399,33.71033293,90.8939075,6.963774166,21.14269936,22.70347623,A
g4412,HiC_scaffold_10,1008229,1009045,19.66108139,53.42290587,69.31656109,15.19431211,10.84679171,3.645110578,A
g4413,HiC_scaffold_10,1009132,1009651,5.639946962,2.591124555,2.530224604,1.409046262,1.313752756,0.471784157,A
g4414,HiC_scaffold_10,1009810,1010893,9.463443874,22.9641124,10.52080628,22.72381319,22.09014935,8.380591153,A
g4415,HiC_scaffold_10,1012546,1015215,2.550618418,9.00852043,7.540706713,0.03241949,0,0,B
g4416,HiC_scaffold_10,1015717,1018801,4.048521345,3.40054444,6.635562144,3.540215706,2.586002855,4.275368726,B
g4417,HiC_scaffold_10,1018953,1020996,44.58127515,29.15360081,30.12199588,17.73944906,17.48016062,23.61962555,B
g4418,HiC_scaffold_10,1021158,1024107,4.038535582,3.037444562,9.920269437,2.904355831,2.353524603,2.79997681,B
g4419,HiC_scaffold_10,1024195,1024927,5.142436658,1.594788501,7.423611686,5.561801922,6.792204832,13.05182948,B
g4420,HiC_scaffold_10,1025026,1026115,14.93496566,48.81452043,35.90297536,27.56065876,18.19687631,22.66524907,B
g4421,HiC_scaffold_10,1026804,1028124,4.88795689,80.01781758,189.292257,37.87626041,67.51325736,44.48734026,B
g4422,HiC_scaffold_10,1028209,1029508,7.187767836,1.30065776,2.870044472,3.271789641,2.037077306,4.575720062,B
g4423,HiC_scaffold_10,1029735,1030881,63.00320288,26.83400226,9.636955974,28.01911279,18.07763639,14.74720075,B
g4424,HiC_scaffold_10,1030990,1031284,1.972315863,2.291208025,1.358342641,8.643582192,5.555207984,6.569064993,A
g4427,HiC_scaffold_10,1036900,1038247,0.713105317,0.107967861,0.095197358,4.021184398,2.023202786,2.273658586,A
g4428,HiC_scaffold_10,1038576,1039803,22.30637899,1.716875078,2.495391671,2.036829299,3.268459737,5.323264741,A
g4429,HiC_scaffold_10,1040555,1042043,6.328288566,0.324282808,0.477906092,0.847065405,0.490431751,0.96322371,B
g4430,HiC_scaffold_10,1042101,1042504,3.983659635,9.020699221,2.403057437,33.62275732,20.64147973,14.10883305,B
g4431,HiC_scaffold_10,1042627,1046591,0.581058723,0.435065963,0.442142074,1.359665123,1.212378786,1.360103574,B
g4432,HiC_scaffold_10,1046599,1048573,9.429281817,1.988725468,0.718865011,0.77344394,0.590979573,0.806700371,B
g4433,HiC_scaffold_10,1048880,1050277,6.671267345,37.29385913,55.36834801,45.1484951,43.51228847,68.38245021,B
g4434,HiC_scaffold_10,1050565,1054225,480.8856407,69.40243985,115.8528992,8.06452498,7.805578271,40.63651473,B
g4435,HiC_scaffold_10,1055383,1057466,44.5509426,33.63115079,24.15465832,16.6943933,14.0091601,18.40482837,B
g4436,HiC_scaffold_10,1057546,1059643,1.441599582,0.997346331,1.019640575,1.434622234,1.030894443,2.657767219,B
g4437,HiC_scaffold_10,1059649,1061222,2.29858058,3.248459336,2.524398849,1.785825601,1.136546541,2.901638544,B
g4443,HiC_scaffold_10,1074642,1076505,0,0,0.019300772,0.826184649,2.121884629,3.786966109,B
g4444,HiC_scaffold_10,1077456,1080543,69.82452107,54.92341415,51.44184668,30.77313908,43.99229952,24.48647298,B
g4445,HiC_scaffold_10,1083170,1084067,3.557314791,0,0.27792042,0.481096749,0.542372683,0.414105375,B
g4479,HiC_scaffold_10,1152564,1153458,27.92433974,2.792029474,1.28167932,4.741852568,2.147199957,2.909505226,B
g4480,HiC_scaffold_10,1154432,1155341,2.018785146,0.222573758,0.314691093,0.815835866,0.709710511,2.569121645,B
g4481,HiC_scaffold_10,1155459,1160800,0.525978305,0.066901767,0.022215691,0.182838185,0.101878882,0.248690491,B
g4482,HiC_scaffold_10,1160939,1161947,236.3425095,128.5168926,14.85090352,67.8621711,57.49359198,43.43725643,B
g4483,HiC_scaffold_10,1162142,1163608,37.7160482,23.49392884,14.52915628,14.17057543,12.66556744,12.75670365,B
g4484,HiC_scaffold_10,1165602,1167300,25.00628696,8.049309225,9.733666748,5.267614104,5.789110915,10.7878152,B
g4485,HiC_scaffold_10,1171013,1173266,1.172899113,1.63322268,2.053047809,2.428633802,1.697416711,2.214088966,B
g4486,HiC_scaffold_10,1173401,1175120,7.452424507,0,0.846420518,0.325361849,0.2485421,0.432894165,B
g4487,HiC_scaffold_10,1176747,1179135,98.86164844,27.58529035,43.49308108,26.2032408,35.50500166,50.12326044,B
g4488,HiC_scaffold_10,1179460,1179901,25.09089983,8.545527187,6.28521572,9.552933674,6.492020731,10.35212411,B
g4489,HiC_scaffold_10,1180037,1181642,184.3368489,87.28094586,58.51538704,71.01532447,46.59655407,52.18642837,B
g4490,HiC_scaffold_10,1183080,1184436,11.34050157,44.52933626,6.532973235,17.7853647,14.5250912,1.681650677,B
g4491,HiC_scaffold_10,1184578,1185649,4.977012573,8.85507029,8.02385233,18.90136305,17.1355998,21.56031714,B
g4492,HiC_scaffold_10,1185818,1186598,2.677376759,2.683095372,1.967864147,31.19382256,3.218955771,13.27479171,B
g4493,HiC_scaffold_10,1186732,1188248,4.848496549,8.954774799,3.885103034,5.108174396,3.265519676,4.869598262,B
g4494,HiC_scaffold_10,1188315,1189995,6.272395131,21.16190448,12.45192319,18.69023362,19.52443465,23.91275931,B
g4495,HiC_scaffold_10,1190436,1191346,22.5886477,22.42545922,7.617555189,59.08198846,50.92240474,40.09865384,B
g4496,HiC_scaffold_10,1191563,1193324,2.402371087,0.024070166,0.041732645,0.149026614,0.015514335,0.062386408,B
g4497,HiC_scaffold_10,1193508,1196767,5.891705079,50.5478535,25.18576887,30.47541714,24.28757547,24.12172795,B
g4498,HiC_scaffold_10,1196801,1198793,2.550513929,1.358932308,2.63487095,4.998836861,3.15293134,2.914568823,B
g4499,HiC_scaffold_10,1199989,1200631,8.272923249,3.462237918,9.576973542,1.594378484,1.571713989,2.313380178,B
g4500,HiC_scaffold_10,1200842,1202311,5.672436843,0.548653006,3.628574841,4.271160606,1.655825366,4.848058743,B
g4501,HiC_scaffold_10,1202477,1202953,279.3775486,187.9138526,211.4771131,508.9183044,462.471317,390.8844519,B
g4502,HiC_scaffold_10,1203077,1204079,25.66008702,30.77096424,41.11112662,15.6706065,17.29764906,17.21587399,B
g4503,HiC_scaffold_10,1204228,1209565,14.67661348,23.90931666,19.01629208,16.55151093,12.91709646,14.79096643,B
g4504,HiC_scaffold_10,1209720,1210542,79.23135493,5.439608984,6.709030617,7.865651728,5.350881258,5.35649272,B
g4505,HiC_scaffold_10,1210847,1212169,10.91783936,9.46005107,13.08776557,10.72432192,9.435262875,11.91665027,B
g4506,HiC_scaffold_10,1212245,1213370,58.9684748,13.31884462,21.77597657,9.7385134,10.95762426,14.81608923,B
g4507,HiC_scaffold_10,1213639,1214492,5.355105954,4.814481802,13.76459099,25.3532091,21.41000198,26.86004646,B
g4508,HiC_scaffold_10,1214644,1216977,54.02878747,26.76891526,24.60345068,13.02137668,10.9507965,12.61169497,B
g4509,HiC_scaffold_10,1217141,1218590,11.35640182,6.755596717,11.06875489,19.36890535,11.55876416,8.388691991,B
g4510,HiC_scaffold_10,1218900,1221202,13.09481232,23.55398463,41.53095405,23.16895065,20.208647,22.29979518,B
g4511,HiC_scaffold_10,1221444,1222761,3.769878529,5.867672482,5.073324617,4.972504161,3.061909406,3.559832549,B
g4512,HiC_scaffold_10,1222910,1225040,1.855275958,3.536843615,4.41103963,7.003650735,3.959550618,9.035249425,B
g4513,HiC_scaffold_10,1225043,1225984,3.378711692,0.101833323,0.472148896,3.309634257,1.290607359,6.901643183,B
g4514,HiC_scaffold_10,1226103,1227146,27.93518183,6.499259175,2.163683428,34.67144384,17.44556115,21.8984394,B
g4515,HiC_scaffold_10,1227226,1228285,7.610488478,20.31752097,13.94250438,35.99524032,17.15823648,27.57004753,B
