chromosome	start	end	motif_id	sequence_name	strand	start.1	stop	anchor_annotation
HiC_scaffold_15	1110000	1120000	AP2	130	-	4766	4774	TAD_144
HiC_scaffold_15	1620000	1625000	HTH_psq	131	+	403	411	TAD_144
HiC_scaffold_15	1620000	1625000	bZIP_1	131	+	1080	1090	TAD_144
HiC_scaffold_15	1620000	1625000	Myb_DNA-binding	131	-	105	113	TAD_144
HiC_scaffold_15	1620000	1625000	bZIP_1	131	-	3637	3647	TAD_144
HiC_scaffold_15	1620000	1625000	bZIP_1	131	-	3637	3648	TAD_144
HiC_scaffold_15	1620000	1625000	zf-C2H2	131	+	412	421	TAD_144
HiC_scaffold_15	1990000	2000000	Homeobox	132	+	2706	2716	Boundary
HiC_scaffold_15	1990000	2000000	HSF_DNA-bind	132	+	9485	9494	Boundary
HiC_scaffold_15	1990000	2000000	bZIP_1	132	+	2560	2570	Boundary
HiC_scaffold_15	1990000	2000000	bZIP_1	132	+	2559	2570	Boundary
HiC_scaffold_15	1990000	2000000	zf-C2H2	132	+	1106	1116	Boundary
HiC_scaffold_15	1990000	2000000	bZIP_1	132	-	8181	8190	Boundary
HiC_scaffold_15	1990000	2000000	zf-C2H2	132	-	4396	4406	Boundary
HiC_scaffold_15	1990000	2000000	bZIP_1	132	-	6697	6707	Boundary
HiC_scaffold_15	1990000	2000000	HLH	132	-	8579	8589	Boundary
HiC_scaffold_15	2040000	2050000	HSF_DNA-bind	133	+	5898	5907	
HiC_scaffold_15	2040000	2050000	bZIP_1	133	-	4636	4645	
HiC_scaffold_15	2040000	2050000	zf-C2H2	133	-	836	846	
HiC_scaffold_15	2040000	2050000	bZIP_1	133	-	3143	3153	
HiC_scaffold_15	2040000	2050000	HLH	133	-	5034	5044	
HiC_scaffold_15	2430000	2435000	CG-1	134	+	4894	4903	
HiC_scaffold_15	2430000	2435000	bZIP_1	134	+	2173	2182	
HiC_scaffold_15	2430000	2435000	MADs	134	+	484	492	
HiC_scaffold_15	2430000	2435000	bZIP_1	134	+	3900	3910	
HiC_scaffold_15	2430000	2435000	bZIP_1	134	+	3899	3910	
HiC_scaffold_15	2430000	2435000	HLH	134	+	2641	2651	
HiC_scaffold_15	2430000	2435000	BrkDBD	134	+	643	653	
HiC_scaffold_15	2460000	2470000	zf-C2H2	135	-	3626	3634	
HiC_scaffold_15	2460000	2470000	zf-C2H2	135	+	3627	3635	
HiC_scaffold_15	2460000	2470000	zf-C2H2	135	-	9249	9259	
HiC_scaffold_15	2460000	2470000	bZIP_1	135	+	3884	3893	
HiC_scaffold_15	2460000	2470000	HSF_DNA-bind	135	-	1933	1942	
HiC_scaffold_15	2460000	2470000	HLH	135	+	3371	3380	
HiC_scaffold_15	2460000	2470000	HLH	135	-	3492	3501	
HiC_scaffold_15	2460000	2470000	HLH	135	-	6398	6407	
HiC_scaffold_15	2460000	2470000	HSF_DNA-bind	135	-	5162	5171	
HiC_scaffold_15	2460000	2470000	zf-C2H2	135	+	3907	3917	
HiC_scaffold_15	2460000	2470000	zf-C2H2	135	+	5137	5147	
HiC_scaffold_15	2460000	2470000	HLH	135	-	3541	3550	
HiC_scaffold_15	2460000	2470000	HLH	135	+	3541	3550	
HiC_scaffold_15	2460000	2470000	HLH	135	-	1169	1179	
HiC_scaffold_15	2460000	2470000	BrkDBD	135	-	1978	1988	
HiC_scaffold_15	2460000	2470000	Myb_DNA-binding	135	-	4653	4662	
HiC_scaffold_15	2460000	2470000	Myb_DNA-binding	135	+	7753	7762	
HiC_scaffold_15	2490000	2495000	CG-1	136	-	186	195	
HiC_scaffold_15	2490000	2495000	bZIP_1	136	-	2918	2927	
HiC_scaffold_15	2490000	2495000	bZIP_1	136	-	1191	1201	
HiC_scaffold_15	2490000	2495000	bZIP_1	136	-	1191	1202	
HiC_scaffold_15	2490000	2495000	HLH	136	-	2449	2459	
HiC_scaffold_15	2490000	2495000	BrkDBD	136	-	4447	4457	
HiC_scaffold_15	2630000	2640000	HTH_psq	137	+	6666	6674	
HiC_scaffold_15	2630000	2640000	Homeobox	137	+	1638	1648	
HiC_scaffold_15	2630000	2640000	CENP-B_N	137	+	6852	6862	
HiC_scaffold_15	2630000	2640000	bZIP_1	137	-	9733	9742	
HiC_scaffold_15	2630000	2640000	Myb_DNA-binding	137	-	773	782	
HiC_scaffold_15	2630000	2640000	bZIP_1	137	+	2025	2039	
HiC_scaffold_15	2630000	2640000	zf-C2H2	137	-	7100	7109	
HiC_scaffold_15	2630000	2640000	Homeobox	137	+	1221	1231	
HiC_scaffold_15	2630000	2640000	Homeobox	137	+	4729	4739	
HiC_scaffold_15	2630000	2640000	HSF_DNA-bind	137	+	9489	9500	
HiC_scaffold_15	2920000	2925000	zf-C2H2	138	-	867	877	
HiC_scaffold_15	2920000	2925000	bZIP_1	138	-	2646	2655	
HiC_scaffold_15	2920000	2925000	zf-C2H2	138	-	1175	1185	
HiC_scaffold_15	2920000	2925000	CENP-B_N	138	-	393	404	
HiC_scaffold_15	2920000	2925000	CENP-B_N	138	+	393	404	
HiC_scaffold_15	2920000	2925000	CENP-B_N	138	+	394	403	
HiC_scaffold_15	2920000	2925000	HSF_DNA-bind	138	-	580	592	
HiC_scaffold_15	2920000	2925000	zf-C2H2	138	+	1878	1887	
HiC_scaffold_15	2965000	2970000	bZIP_1	139	-	1298	1307	
HiC_scaffold_15	2965000	2970000	bZIP_1	139	-	2208	2217	
HiC_scaffold_15	2965000	2970000	Myb_DNA-binding	139	-	1380	1389	
HiC_scaffold_16	715000	720000	E2F_TDP	140	+	1112	1123	TAD_145
HiC_scaffold_16	715000	720000	zf-C2H2	140	-	1597	1607	TAD_145
HiC_scaffold_16	715000	720000	HLH	140	-	2780	2789	TAD_145
HiC_scaffold_16	715000	720000	CENP-B_N	140	-	2358	2367	TAD_145
HiC_scaffold_16	790000	795000	CG-1	141	+	1972	1981	Boundary
HiC_scaffold_16	790000	795000	bZIP_1	141	-	2714	2724	Boundary
HiC_scaffold_16	790000	795000	HLH	141	+	2845	2854	Boundary
HiC_scaffold_16	915000	920000	zf-C2H2	142	-	3345	3353	TAD_146
HiC_scaffold_16	915000	920000	zf-C2H2	142	+	3346	3354	TAD_146
HiC_scaffold_16	915000	920000	HSF_DNA-bind	142	-	2224	2235	TAD_146
HiC_scaffold_16	915000	920000	bZIP_1	142	+	154	164	TAD_146
HiC_scaffold_16	915000	920000	zf-C2H2	142	+	387	397	TAD_146
HiC_scaffold_16	915000	920000	Homeobox	142	-	4501	4510	TAD_146
HiC_scaffold_16	915000	920000	HLH	142	-	4506	4516	TAD_146
HiC_scaffold_16	915000	920000	bZIP_1	142	+	229	239	TAD_146
HiC_scaffold_16	950000	955000	HSF_DNA-bind	143	-	4065	4078	TAD_146
HiC_scaffold_16	950000	955000	Homeobox	143	-	1955	1965	TAD_146
HiC_scaffold_16	950000	955000	Homeobox	143	-	3960	3970	TAD_146
HiC_scaffold_16	950000	955000	zf-C2H2	143	-	4252	4261	TAD_146
HiC_scaffold_16	950000	955000	CENP-B_N	143	-	2061	2072	TAD_146
HiC_scaffold_16	950000	955000	CENP-B_N	143	+	2061	2072	TAD_146
HiC_scaffold_16	950000	955000	zf-C2H2	143	+	4252	4261	TAD_146
HiC_scaffold_16	1120000	1125000	CG-1	144	+	1246	1255	TAD_147
HiC_scaffold_16	1120000	1125000	zf-C2H2	144	+	539	549	TAD_147
HiC_scaffold_16	1120000	1125000	bZIP_1	144	+	1779	1789	TAD_147
HiC_scaffold_16	1120000	1125000	zf-C2H2	144	-	1403	1413	TAD_147
HiC_scaffold_16	1165000	1170000	Homeobox	145	+	388	398	TAD_147
HiC_scaffold_16	1165000	1170000	zf-C2H2	145	-	4624	4634	TAD_147
HiC_scaffold_16	1165000	1170000	bZIP_1	145	-	2863	2873	TAD_147
HiC_scaffold_16	1165000	1170000	bZIP_1	145	+	3528	3538	TAD_147
HiC_scaffold_16	1165000	1170000	zf-C2H2	145	+	387	397	TAD_147
HiC_scaffold_16	1165000	1170000	zf-C2H2	145	-	391	400	TAD_147
HiC_scaffold_16	1200000	1205000	CG-1	146	-	1092	1101	TAD_147
HiC_scaffold_16	1200000	1205000	Homeobox	146	-	768	778	TAD_147
HiC_scaffold_16	1200000	1205000	bZIP_1	146	-	2653	2663	TAD_147
HiC_scaffold_16	1200000	1205000	bZIP_1	146	-	2691	2701	TAD_147
HiC_scaffold_16	1200000	1205000	bZIP_1	146	-	2653	2664	TAD_147
HiC_scaffold_16	1200000	1205000	zf-C2H2	146	+	2579	2588	TAD_147
HiC_scaffold_16	1200000	1205000	Myb_DNA-binding	146	-	4297	4306	TAD_147
HiC_scaffold_16	1325000	1330000	CG-1	147	-	4474	4483	TAD_147
HiC_scaffold_16	1325000	1330000	Homeobox	147	+	3006	3015	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	-	3844	3853	TAD_147
HiC_scaffold_16	1325000	1330000	HSF_DNA-bind	147	+	3774	3783	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	2292	2302	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	2291	2302	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	176	190	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	398	412	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	509	523	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	65	79	TAD_147
HiC_scaffold_16	1325000	1330000	bZIP_1	147	+	695	709	TAD_147
HiC_scaffold_16	1370000	1380000	bZIP_1	148	-	3643	3652	TAD_147
HiC_scaffold_16	1370000	1380000	zf-C2H2	148	-	4572	4582	TAD_147
HiC_scaffold_16	1370000	1380000	bZIP_1	148	-	4571	4580	TAD_147
HiC_scaffold_16	1370000	1380000	bZIP_1	148	+	142	152	TAD_147
HiC_scaffold_16	1370000	1380000	HSF_DNA-bind	148	-	1866	1878	TAD_147
HiC_scaffold_16	1420000	1430000	zf-C2H2	149	-	5751	5761	TAD_147
HiC_scaffold_16	1420000	1430000	HSF_DNA-bind	149	+	3129	3138	TAD_147
HiC_scaffold_16	1420000	1430000	Myb_DNA-binding	149	-	4194	4203	TAD_147
HiC_scaffold_16	1420000	1430000	E2F_TDP	149	+	5948	5959	TAD_147
HiC_scaffold_16	1420000	1430000	bZIP_1	149	+	5422	5433	TAD_147
HiC_scaffold_16	1420000	1430000	CSD	149	+	7181	7190	TAD_147
HiC_scaffold_16	1420000	1430000	zf-C2H2	149	+	7168	7178	TAD_147
HiC_scaffold_16	1420000	1430000	zf-C2H2	149	+	7168	7178	TAD_147
HiC_scaffold_16	1420000	1430000	bZIP_1	149	-	6023	6033	TAD_147
HiC_scaffold_16	1420000	1430000	zf-C2H2	149	+	7350	7361	TAD_147
HiC_scaffold_16	1620000	1630000	zf-C2H2	150	-	5590	5598	TAD_147
HiC_scaffold_16	1620000	1630000	bZIP_1	150	-	8077	8086	TAD_147
HiC_scaffold_16	1620000	1630000	bZIP_1	150	+	8273	8283	TAD_147
HiC_scaffold_16	1620000	1630000	Homeobox	150	-	5759	5769	TAD_147
HiC_scaffold_16	1620000	1630000	HLH	150	-	6884	6893	TAD_147
HiC_scaffold_16	1620000	1630000	HSF_DNA-bind	150	-	5007	5016	TAD_147
HiC_scaffold_16	1620000	1630000	HSF_DNA-bind	150	+	3295	3304	TAD_147
HiC_scaffold_16	1620000	1630000	zf-C2H2	150	-	2306	2316	TAD_147
HiC_scaffold_16	1620000	1630000	Myb_DNA-binding	150	-	3882	3891	TAD_147
HiC_scaffold_16	1620000	1630000	bZIP_1	150	+	2545	2555	TAD_147
HiC_scaffold_16	1620000	1630000	AP2	150	-	7203	7211	TAD_147
HiC_scaffold_16	1710000	1720000	CG-1	151	+	5977	5986	TAD_147
HiC_scaffold_16	1710000	1720000	CG-1	151	+	7302	7311	TAD_147
HiC_scaffold_16	1710000	1720000	Myb_DNA-binding	151	+	7155	7166	TAD_147
HiC_scaffold_16	1710000	1720000	zf-C2H2	151	-	7443	7455	TAD_147
HiC_scaffold_16	1710000	1720000	Myb_DNA-binding	151	+	3061	3071	TAD_147
HiC_scaffold_16	1710000	1720000	CENP-B_N	151	+	7356	7366	TAD_147
HiC_scaffold_16	1710000	1720000	HSF_DNA-bind	151	-	3	12	TAD_147
HiC_scaffold_16	1710000	1720000	HSF_DNA-bind	151	+	4436	4445	TAD_147
HiC_scaffold_16	1710000	1720000	CSD	151	-	9848	9857	TAD_147
HiC_scaffold_16	1710000	1720000	zf-C2H2	151	+	6278	6288	TAD_147
HiC_scaffold_16	1710000	1720000	CENP-B_N	151	+	994	1003	TAD_147
HiC_scaffold_16	1710000	1720000	bZIP_1	151	+	7026	7040	TAD_147
HiC_scaffold_16	1710000	1720000	bZIP_1	151	+	3686	3696	TAD_147
HiC_scaffold_16	1710000	1720000	zf-C2H2	151	-	8138	8147	TAD_147
HiC_scaffold_16	1710000	1720000	Myb_DNA-binding	151	-	787	796	TAD_147
HiC_scaffold_16	1710000	1720000	HSF_DNA-bind	151	+	7873	7886	TAD_147
HiC_scaffold_16	1885000	1890000	CG-1	152	-	916	925	TAD_147
HiC_scaffold_16	1885000	1890000	Homeobox	152	-	1425	1434	TAD_147
HiC_scaffold_16	1885000	1890000	bZIP_1	152	+	3426	3436	TAD_147
HiC_scaffold_16	1885000	1890000	HSF_DNA-bind	152	+	2092	2103	TAD_147
HiC_scaffold_16	1945000	1950000	zf-C2H2	153	+	4707	4717	TAD_147
HiC_scaffold_16	1945000	1950000	HSF_DNA-bind	153	+	2213	2225	TAD_147
HiC_scaffold_16	1960000	1970000	HTH_psq	154	-	3242	3250	TAD_147
HiC_scaffold_16	1960000	1970000	Myb_DNA-binding	154	-	2911	2922	TAD_147
HiC_scaffold_16	1960000	1970000	Myb_DNA-binding	154	-	9691	9700	TAD_147
HiC_scaffold_16	1960000	1970000	E2F_TDP	154	+	1242	1253	TAD_147
HiC_scaffold_16	1960000	1970000	CENP-B_N	154	-	1238	1248	TAD_147
HiC_scaffold_16	1960000	1970000	CENP-B_N	154	-	1482	1492	TAD_147
HiC_scaffold_16	1960000	1970000	HLH	154	-	6801	6810	TAD_147
HiC_scaffold_16	1960000	1970000	HSF_DNA-bind	154	+	5785	5794	TAD_147
HiC_scaffold_16	1960000	1970000	Myb_DNA-binding	154	-	2001	2011	TAD_147
HiC_scaffold_16	1960000	1970000	bZIP_1	154	+	6347	6357	TAD_147
HiC_scaffold_16	1960000	1970000	bZIP_1	154	+	1948	1958	TAD_147
HiC_scaffold_16	1960000	1970000	bZIP_1	154	-	3465	3474	TAD_147
HiC_scaffold_16	1960000	1970000	HSF_DNA-bind	154	+	8511	8521	TAD_147
HiC_scaffold_16	1960000	1970000	HTH_psq	154	+	5958	5967	TAD_147
HiC_scaffold_16	1960000	1970000	bZIP_1	154	+	1328	1342	TAD_147
HiC_scaffold_16	1960000	1970000	zf-C2H2	154	-	5320	5330	TAD_147
HiC_scaffold_16	1960000	1970000	HSF_DNA-bind	154	+	5419	5431	TAD_147
HiC_scaffold_16	1960000	1970000	bZIP_1	154	-	6482	6492	TAD_147
HiC_scaffold_16	1960000	1970000	zf-C2H2	154	-	4360	4369	TAD_147
HiC_scaffold_16	1960000	1970000	HSF_DNA-bind	154	+	8511	8522	TAD_147
HiC_scaffold_16	1960000	1970000	AP2	154	-	8100	8108	TAD_147
HiC_scaffold_16	2430000	2440000	bZIP_1	155	-	2811	2820	Boundary
HiC_scaffold_16	2430000	2440000	HLH	155	+	4673	4682	Boundary
HiC_scaffold_16	2430000	2440000	HLH	155	+	491	500	Boundary
HiC_scaffold_16	2430000	2440000	HLH	155	+	8325	8334	Boundary
HiC_scaffold_16	2430000	2440000	HSF_DNA-bind	155	-	9329	9338	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	-	5126	5136	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	-	8778	8788	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	-	943	953	Boundary
HiC_scaffold_16	2430000	2440000	zf-C2H2	155	-	3164	3173	Boundary
HiC_scaffold_16	2430000	2440000	HTH_psq	155	-	1321	1330	Boundary
HiC_scaffold_16	2430000	2440000	HTH_psq	155	-	9156	9165	Boundary
HiC_scaffold_16	2430000	2440000	zf-C2H2	155	+	9793	9803	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	-	3630	3641	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	+	4991	5001	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	+	808	818	Boundary
HiC_scaffold_16	2430000	2440000	bZIP_1	155	+	8643	8653	Boundary
HiC_scaffold_16	2440000	2450000	zf-C2H2	156	+	249	259	Boundary
HiC_scaffold_16	2440000	2450000	zf-C2H2	156	-	9520	9529	Boundary
HiC_scaffold_16	2440000	2450000	Homeobox	156	+	3864	3874	Boundary
HiC_scaffold_16	2440000	2450000	Myb_DNA-binding	156	+	5406	5416	Boundary
HiC_scaffold_16	2440000	2450000	bZIP_1	156	+	2185	2195	Boundary
HiC_scaffold_16	2440000	2450000	bZIP_1	156	+	2184	2195	Boundary
HiC_scaffold_16	2440000	2450000	zf-C2H2	156	-	8181	8191	Boundary
HiC_scaffold_16	2440000	2450000	bZIP_1	156	-	7500	7509	Boundary
HiC_scaffold_16	2440000	2450000	HLH	156	-	1942	1951	Boundary
HiC_scaffold_16	2440000	2450000	CENP-B_N	156	+	6283	6292	Boundary
HiC_scaffold_16	2440000	2450000	CENP-B_N	156	-	945	954	Boundary
HiC_scaffold_16	2440000	2450000	HSF_DNA-bind	156	-	2567	2578	Boundary
HiC_scaffold_16	2450000	2455000	HTH_psq	157	-	506	514	Boundary
HiC_scaffold_16	2450000	2455000	zf-C2H2	157	-	2225	2233	Boundary
HiC_scaffold_16	2570000	2580000	CG-1	158	-	1034	1043	TAD_148
HiC_scaffold_16	2570000	2580000	CG-1	158	+	8910	8919	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	-	509	519	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	-	1242	1255	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	+	3665	3675	TAD_148
HiC_scaffold_16	2570000	2580000	bZIP_1	158	+	3667	3676	TAD_148
HiC_scaffold_16	2570000	2580000	bZIP_1	158	+	6885	6894	TAD_148
HiC_scaffold_16	2570000	2580000	Homeobox	158	+	7628	7638	TAD_148
HiC_scaffold_16	2570000	2580000	E2F_TDP	158	-	1065	1076	TAD_148
HiC_scaffold_16	2570000	2580000	HSF_DNA-bind	158	-	3245	3254	TAD_148
HiC_scaffold_16	2570000	2580000	CSD	158	+	9135	9144	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	+	9122	9131	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	-	7667	7677	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	+	9122	9132	TAD_148
HiC_scaffold_16	2570000	2580000	HLH	158	-	5408	5417	TAD_148
HiC_scaffold_16	2570000	2580000	HLH	158	-	5408	5417	TAD_148
HiC_scaffold_16	2570000	2580000	Myb_DNA-binding	158	-	1134	1143	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	-	7667	7677	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	+	9122	9132	TAD_148
HiC_scaffold_16	2570000	2580000	bZIP_1	158	-	9291	9301	TAD_148
HiC_scaffold_16	2570000	2580000	bZIP_1	158	-	9339	9349	TAD_148
HiC_scaffold_16	2570000	2580000	bZIP_1	158	-	9632	9642	TAD_148
HiC_scaffold_16	2570000	2580000	HSF_DNA-bind	158	+	3235	3247	TAD_148
HiC_scaffold_16	2570000	2580000	zf-C2H2	158	+	7032	7041	TAD_148
HiC_scaffold_16	2605000	2610000	zf-C2H2	159	-	3298	3310	TAD_148
HiC_scaffold_16	2605000	2610000	CENP-B_N	159	+	2937	2947	TAD_148
HiC_scaffold_16	2605000	2610000	HLH	159	+	151	160	TAD_148
HiC_scaffold_16	2605000	2610000	HSF_DNA-bind	159	+	2705	2714	TAD_148
HiC_scaffold_16	2605000	2610000	Myb_DNA-binding	159	-	2027	2037	TAD_148
HiC_scaffold_16	2605000	2610000	CSD	159	-	2833	2842	TAD_148
HiC_scaffold_16	2605000	2610000	bZIP_1	159	-	3658	3668	TAD_148
HiC_scaffold_16	2605000	2610000	BrkDBD	159	+	3869	3878	TAD_148
HiC_scaffold_16	2675000	2680000	zf-C2H2	160	-	10	23	TAD_148
HiC_scaffold_16	2675000	2680000	zf-C2H2	160	+	1124	1134	TAD_148
HiC_scaffold_16	2675000	2680000	bZIP_1	160	-	2806	2816	TAD_148
HiC_scaffold_16	2675000	2680000	Homeobox	160	+	2367	2377	TAD_148
HiC_scaffold_16	2675000	2680000	Myb_DNA-binding	160	+	1657	1667	TAD_148
HiC_scaffold_16	2725000	2730000	CG-1	161	+	2293	2302	TAD_148
HiC_scaffold_16	2725000	2730000	zf-C2H2	161	-	190	203	TAD_148
HiC_scaffold_16	2725000	2730000	bZIP_1	161	-	971	980	TAD_148
HiC_scaffold_16	2725000	2730000	bZIP_1	161	+	1852	1863	TAD_148
HiC_scaffold_16	2725000	2730000	zf-C2H2	161	+	1504	1514	TAD_148
HiC_scaffold_16	2725000	2730000	HTH_psq	161	-	4284	4293	TAD_148
HiC_scaffold_16	2725000	2730000	bZIP_1	161	+	3864	3878	TAD_148
HiC_scaffold_16	2725000	2730000	CENP-B_N	161	-	4790	4799	TAD_148
HiC_scaffold_16	2725000	2730000	HSF_DNA-bind	161	+	4498	4511	TAD_148
HiC_scaffold_17	445000	450000	zf-C2H2	162	-	1577	1587	TAD_149
HiC_scaffold_17	445000	450000	zf-C2H2	162	-	2362	2372	TAD_149
HiC_scaffold_17	445000	450000	HSF_DNA-bind	162	+	1320	1332	TAD_149
HiC_scaffold_17	480000	485000	bZIP_1	163	+	2980	2989	TAD_149
HiC_scaffold_17	480000	485000	HSF_DNA-bind	163	+	3156	3168	TAD_149
HiC_scaffold_17	480000	485000	Myb_DNA-binding	163	+	979	989	TAD_149
HiC_scaffold_17	480000	485000	bZIP_1	163	-	4257	4266	TAD_149
HiC_scaffold_17	480000	485000	CSD	163	+	2685	2694	TAD_149
HiC_scaffold_17	480000	485000	zf-C2H2	163	+	1353	1363	TAD_149
HiC_scaffold_17	480000	485000	HSF_DNA-bind	163	+	3158	3168	TAD_149
HiC_scaffold_17	940000	945000	bZIP_1	164	-	3566	3577	Boundary
HiC_scaffold_17	940000	945000	zf-C2H2	164	-	2933	2942	Boundary
HiC_scaffold_17	940000	945000	HLH	164	-	409	419	Boundary
HiC_scaffold_17	940000	945000	HLH	164	+	410	420	Boundary
HiC_scaffold_17	940000	945000	zf-C2H2	164	+	2933	2942	Boundary
HiC_scaffold_17	985000	990000	zf-C2H2	165	-	4604	4614	TAD_151
HiC_scaffold_17	985000	990000	zf-C2H2	165	+	714	726	TAD_151
HiC_scaffold_17	985000	990000	E2F_TDP	165	-	4572	4583	TAD_151
HiC_scaffold_17	985000	990000	bZIP_1	165	-	4	13	TAD_151
HiC_scaffold_17	985000	990000	CENP-B_N	165	+	519	528	TAD_151
HiC_scaffold_17	1285000	1290000	bZIP_1	166	-	2703	2712	TAD_153
HiC_scaffold_17	1285000	1290000	Myb_DNA-binding	166	+	1165	1175	TAD_153
HiC_scaffold_17	1285000	1290000	zf-C2H2	166	-	4565	4575	TAD_153
HiC_scaffold_17	1285000	1290000	HLH	166	-	2163	2172	TAD_153
HiC_scaffold_17	1285000	1290000	bZIP_1	166	-	4947	4961	TAD_153
HiC_scaffold_17	1285000	1290000	zf-C2H2	166	-	4565	4575	TAD_153
HiC_scaffold_17	1285000	1290000	bZIP_1	166	-	1761	1771	TAD_153
HiC_scaffold_17	1285000	1290000	bZIP_1	166	-	2702	2712	TAD_153
HiC_scaffold_17	1455000	1460000	zf-C2H2	168	-	515	525	TAD_153
HiC_scaffold_17	1455000	1460000	zf-C2H2	168	-	512	525	TAD_153
HiC_scaffold_17	1455000	1460000	zf-C2H2	168	+	666	676	TAD_153
HiC_scaffold_17	1455000	1460000	bZIP_1	168	+	2372	2381	TAD_153
HiC_scaffold_17	1455000	1460000	HSF_DNA-bind	168	+	3585	3598	TAD_153
HiC_scaffold_17	1455000	1460000	Myb_DNA-binding	168	+	1291	1300	TAD_153
HiC_scaffold_17	1455000	1460000	CENP-B_N	168	+	1969	1979	TAD_153
HiC_scaffold_17	1455000	1460000	HLH	168	+	4346	4355	TAD_153
HiC_scaffold_17	1455000	1460000	HSF_DNA-bind	168	-	51	60	TAD_153
HiC_scaffold_17	1455000	1460000	bZIP_1	168	+	4561	4570	TAD_153
HiC_scaffold_17	1455000	1460000	bZIP_1	168	-	2134	2144	TAD_153
HiC_scaffold_17	1595000	1600000	bZIP_1	169	-	969	978	TAD_153
HiC_scaffold_17	1595000	1600000	bZIP_1	169	+	4684	4694	TAD_153
HiC_scaffold_17	1595000	1600000	bZIP_1	169	-	3443	3454	TAD_153
HiC_scaffold_17	1595000	1600000	zf-C2H2	169	-	2790	2800	TAD_153
HiC_scaffold_17	1595000	1600000	zf-C2H2	169	-	2790	2800	TAD_153
HiC_scaffold_17	1595000	1600000	bZIP_1	169	-	968	978	TAD_153
HiC_scaffold_17	1595000	1600000	HSF_DNA-bind	169	-	4520	4531	TAD_153
HiC_scaffold_17	1925000	1930000	CG-1	170	+	2790	2799	TAD_155
HiC_scaffold_17	1925000	1930000	Homeobox	170	-	3163	3173	TAD_155
HiC_scaffold_17	1925000	1930000	Myb_DNA-binding	170	-	2538	2547	TAD_155
HiC_scaffold_17	1925000	1930000	Myb_DNA-binding	170	+	2537	2547	TAD_155
HiC_scaffold_17	1925000	1930000	bZIP_1	170	-	1051	1062	TAD_155
HiC_scaffold_17	1925000	1930000	zf-C2H2	170	+	3862	3871	TAD_155
HiC_scaffold_17	1925000	1930000	CENP-B_N	170	+	3543	3552	TAD_155
HiC_scaffold_17	2040000	2045000	zf-C2H2	171	-	335	345	Boundary
HiC_scaffold_17	2040000	2045000	zf-C2H2	171	+	2897	2910	Boundary
HiC_scaffold_17	2040000	2045000	Myb_DNA-binding	171	+	3094	3103	Boundary
HiC_scaffold_17	2040000	2045000	E2F_TDP	171	-	1811	1822	Boundary
HiC_scaffold_17	2040000	2045000	HLH	171	+	4847	4857	Boundary
HiC_scaffold_17	2040000	2045000	Myb_DNA-binding	171	-	3157	3166	Boundary
HiC_scaffold_17	2230000	2235000	bZIP_1	172	-	1878	1887	Boundary
HiC_scaffold_17	2230000	2235000	HSF_DNA-bind	172	+	2415	2424	Boundary
HiC_scaffold_17	2230000	2235000	bZIP_1	172	-	4777	4791	Boundary
HiC_scaffold_17	2230000	2235000	zf-C2H2	172	-	429	440	Boundary
HiC_scaffold_17	2230000	2235000	Homeobox	172	-	3438	3448	Boundary
HiC_scaffold_17	2270000	2275000	zf-C2H2	173	-	3153	3163	
HiC_scaffold_17	2270000	2275000	bZIP_1	173	+	4532	4541	
HiC_scaffold_17	2270000	2275000	Myb_DNA-binding	173	+	3467	3476	
HiC_scaffold_17	2270000	2275000	zf-C2H2	173	+	2552	2562	
HiC_scaffold_17	2270000	2275000	bZIP_1	173	+	1590	1599	
HiC_scaffold_17	2270000	2275000	bZIP_1	173	-	829	838	
HiC_scaffold_17	2270000	2275000	HLH	173	-	2134	2143	
HiC_scaffold_17	2270000	2275000	Myb_DNA-binding	173	-	949	958	
HiC_scaffold_2	210000	215000	zf-C2H2	174	-	4139	4152	
HiC_scaffold_2	210000	215000	HSF_DNA-bind	174	+	2451	2464	
